streamflow_anomaly,sst_index,soi,pdo_index,precip_index
0.3258476196246152,0.2280933337372305,-0.012280534953723893,0.42208069841914467,-0.3824062669480424
0.5137428600847422,0.3596199797026248,0.5619916424530038,0.07644584967227779,-0.6879317355867311
0.7753531264890156,0.5427471632477089,0.24965144126210915,-0.23034646845157036,0.6432920695977545
0.327088450373596,0.2289618743058931,0.31048703909373537,-0.06024428476680882,0.6064720451049039
0.47870510882365146,0.3350935316240666,0.2552020138320742,-0.1057028593026758,1.4254816743480164
0.13926303150043255,0.09748406554092903,0.19123180307169876,0.025514817650528142,0.17169064734067738
-0.08541107180978861,-0.05978761939883708,0.21413789321996382,0.3822339245413953,0.02517990321428054
-0.4835204364450359,-0.33846425857162446,-0.22692947758143476,-0.2135023509128533,-0.4765634633384502
-0.2882385860638224,-0.20176682553654183,0.18749773065736636,-0.016456885044425145,-0.7226769245488975
0.6332693589275903,0.44328844458657307,0.08640707028153244,-0.2957675373272412,0.4306762781657036
0.004637005249370645,0.003245750941715883,0.04105334856141371,0.3137299594684452,-0.5781619879366551
-0.4733660650650901,-0.3313559248860866,-0.17459969327811882,-0.16127663994322074,-0.4390952460249532
-0.4068670576420671,-0.28480633371365917,0.2267690492894797,-0.1930119421510401,-0.47848000862815965
0.2964317470637682,0.207501782997955,0.4116850937744743,-0.09402719943753118,-0.5810859524501372
-0.1795267659361416,-0.12566832442023248,0.5166364372135024,0.3107648896066784,0.3908753170349486
0.6601502991504661,0.4621051594344996,0.041885375346105505,0.057339753020828735,1.1962812969835787
0.06537188212212104,0.04576016924801428,-0.18754747030548915,0.08539080391681851,0.8155605088361077
-0.5223153128762294,-0.365620428805006,-0.44424514377670095,0.22366756887922036,-0.4990851074196481
0.2474627989415858,0.17322309909293097,0.4016387390179853,-0.35598878846451144,0.6388248477033305
0.505403173207149,0.35378173556019265,0.24717132795404766,-0.6018268646677258,0.6625622688887021
-0.19666957296577828,-0.13766812012975622,0.23335000973182073,-0.14267156244755813,-0.022295307677797222
-0.18222996610944043,-0.12756027722156546,-0.3371029378274557,0.13227979992680224,-0.6113483858451442
-0.21686583349409193,-0.15180479249404834,-0.4869163804992481,-0.23527389691499372,-0.5984296495187062
-0.1321701997401737,-0.09251861358137232,-0.8457843608609009,-0.23806681371087597,0.7881805704246363
-0.862626627252374,-0.6038378531951701,-0.1537703754057087,-0.2729737851665819,-0.6009026332332632
-0.7828710611316253,-0.5480084792878806,-0.31991742180568606,-0.47601808838064503,-0.6046390288858267
-0.1865285137824549,-0.13056913692564607,-0.8492078477594777,0.034664558740330425,0.2445201618872557
-0.5103550232003612,-0.3572476829379438,-0.0936024502033626,-0.12689611125306752,-0.7039965061835237
-0.3278545773170096,-0.22949777811302372,-0.5140955571267009,0.10892827467021388,0.009143153250843809
-0.4580025481357839,-0.3206002358979422,-0.37441605275817336,0.6297490695347775,-0.4351739341035309
-0.07433512481052426,-0.05203448060132281,0.18910344810674558,0.4930643585033473,0.5005658027444278
0.49479969364834715,0.3463595280844321,0.5380395479696333,0.13711545515785788,0.2954300071751788
0.32788824036104604,0.22952132876314838,0.2245570892437266,-0.27891886734661487,-0.22074196475345167
0.37022565746008545,0.25915790038176996,0.44459177735893344,-0.3464670190425692,0.03657942396258488
0.11522401748269993,0.0806567408694789,0.147205964624565,-0.3408520046281032,-0.34701626279792174
0.5949696300402475,0.41647864175285676,0.5983612663773045,0.19883196343459677,1.0806867705610124
-0.16068878769453917,-0.11248226284746028,0.2952998000822028,0.16393102864383533,-0.25395086714420645
0.3799118478890185,0.26593837360866043,0.4433964622534789,-0.20494305330702202,0.27028319565969964
0.3824207514205325,0.2676945577663684,0.22603941188256694,0.1849093363327335,0.552000240977726
0.29643836801327244,0.20750704325828985,0.5584932157805472,0.11845275266830375,-0.18950605217014887
0.3573576990268832,0.25015059301074544,0.594148070317786,0.45822118416570875,0.5510682113457586
-0.14077843967081068,-0.09854493462544786,-0.0431253324620852,0.31075644538451154,0.22557257716680213
0.15402607886198501,0.10781850386374047,0.239858331199494,-0.07076582399301722,0.16896254484809954
-0.15260535697171134,-0.10682327989431188,-0.6427555164194229,0.1270535012666991,0.07146877152965435
0.24004265417821434,0.16802942040405334,0.20993865952356948,0.20956361691002088,0.2766782176161802
0.4134909474205834,0.2894436836472212,0.29305336386519246,0.13727785864851825,0.052879348200976535
0.05488448065913902,0.03841885078345776,-0.06524622069859662,0.17699285920064193,-0.22257283603079794
0.016701202859632976,0.011690450733434855,-0.6307385647628629,0.5095240622076239,0.2714986474551788
0.31162636263632753,0.21813834590249717,0.16367971221291494,0.2293194837735121,0.09532523644575519
0.05393103554698705,0.03775192003581845,0.24820584130481103,0.33775190342751034,0.3718062242987978
0.23285223130704454,0.1629967727420247,0.5063798082910726,0.5213449425287476,-0.10781990807723212
0.09591639921836961,0.0671410375975053,0.2693246125637498,0.2135079529690089,0.1665110995732199
0.5717028687716405,0.4001915644328394,0.4266899145887769,-0.0277109020261078,0.40839977627177187
-0.4765360251574148,-0.3335744566703625,-0.35149582163638756,-0.18834009199499933,-0.17959417453810697
-0.3584697312273253,-0.2509281130140751,-0.4713721768740364,0.10393661555373408,0.33895314381045066
-0.4905207743569722,-0.34336366110509903,0.2898635350620699,0.31054670140812493,-0.0650873674521753
-0.06435056946727676,-0.04504510821520461,-0.30103366675260196,0.04147959444967042,0.33630430831745155
-0.690327070712117,-0.4832270068757714,-0.18377635867099807,0.3624561482839231,-0.3098000065381173
-0.726717254921261,-0.5086993743312273,-0.37050569994749625,-0.1223435227924985,-0.6671175267608134
-0.06380504352476444,-0.04466386602665858,0.16823842321218862,0.21134929140337637,0.08272829880673302
0.2825755582019119,0.1978031255348821,0.19969808944949356,0.31923975657805593,0.2951911876060149
0.4123946124975073,0.288675926242479,0.49609713613754907,0.6150447542215343,0.18609960880821836
0.12024415565803666,0.08417047306901852,0.3437896678314679,0.04846083752592964,0.6236714633770868
0.45757537058399077,0.3203024751529805,0.0032787518384190023,0.0366303253482102,0.44159913865443203
-0.2092337248963004,-0.14646274306978682,-0.19006596617423294,-0.13604852004023837,-0.3468174744583355
0.01421924011413532,0.009953705831187472,-0.32448742025116953,0.5400665928565018,-0.22944314666048277
0.07731521454745542,0.054120524236576104,0.11359062587500992,0.3423984683582069,-0.6123504950321888
-0.6521515541955388,-0.45650408998563855,-0.5614860600495908,0.1644258401774393,-0.7008903065964959
-0.7063822970440642,-0.49446629033291907,-0.057569096759486384,-0.1964993741598687,-0.3941799251891694
-0.15801343152588483,-0.11060875443530272,0.015415484392136609,-0.02330707052492232,0.3538125569243329
0.036300392810708994,0.025410389415734566,0.04911007856825916,0.22514900175824363,0.41560757922317233
0.42354247817888776,0.29647910842402435,0.3384457120292082,0.1913940768715525,0.6338190624468318
0.3461476507866066,0.24230366924173128,0.34810657546125116,0.07569822965302859,0.014180617145294863
0.26031106284760624,0.18221736750671488,0.032486383723511525,0.30130571923376303,0.27289450503667727
-0.27930675507006407,-0.19551387593265946,-0.35670464946036326,-0.017508631446900232,-0.9117760051973661
0.1846875768748278,0.12928126407258965,0.39012884512861694,0.5522156476732062,0.20854518039817077
0.023770859521342917,0.016639835382056596,0.06318092422060899,0.11131964299089849,-0.130530051340105
0.6311502125759956,0.4418044080483032,-0.019159466346384615,0.5384423229457863,0.7789409225419175
-0.40352875269447893,-0.28246965223550704,-0.039763249799034186,-0.13364508842805017,-0.3504934967308713
-0.002307030322163547,-0.0016153539996369086,-0.15329745356140878,0.21361104385769026,0.02983625711507276
-0.20317963493465483,-0.14222558027711945,0.290237435076287,0.2355104646955394,-0.8875564716442805
-0.29372395883763097,-0.20560560080434803,0.06940192496319871,0.6094632293315328,0.19015934858989118
-0.2903549681311531,-0.20324871131105787,0.17891671277863538,-0.19116712187047604,-0.5419688843979214
0.09911875526362393,0.06938329699531378,0.01932467624638662,0.4026591271728015,0.811563759967751
0.058912004821145255,0.04123833800382988,-0.0880502797878546,-0.009584835395757845,-0.2104797941688669
0.4437622072883284,0.31063345302831846,0.1265881727250014,0.22889958365203238,0.6517758204783708
0.10672035759114427,0.07470460934897493,-0.18185071190211494,0.0967583966391344,-0.024713579443038555
0.6134253711112621,0.42939688460043775,0.279998983901875,0.2833930496733326,1.058727417854919
0.33409733761631626,0.23386775706359743,0.04212283940743842,-0.43909257722319397,0.5056944158243611
0.03745919824129263,0.02622181675686688,0.35475522047735024,0.14721225121866789,0.222340183128666
0.011830183528722316,0.00828135242655737,-0.10405951872541889,-0.2646071080778456,-0.602404691526938
-0.8202633820572237,-0.5741829315606639,-0.4866373360942841,-0.7089241825686491,-0.5451557777164983
-0.8630841035462082,-0.6041575915794373,-0.2617340623048821,0.2611409906799341,-0.40606775259009266
-0.36281789356968964,-0.2539721686122966,0.23625860513516748,0.02369005861668801,-0.35756274528377604
0.35238377802947713,0.24666835472889334,0.09983779702511336,-0.03531064028600304,0.03310667578770054
-0.2970885910332952,-0.20796052281002488,-0.26790005376461385,-0.02160948086513685,-0.4938807566124077
-0.2286740687264358,-0.16007135868810745,0.25841697528749223,0.5888930787047554,0.17578170788606896
-0.21670060538885464,-0.15168971615948617,0.2335986241501617,0.7375167694781273,-0.03924553365539667
0.049229765339174086,0.03446109826735651,0.6751442675121001,0.03532327245119217,-0.025875418037890486
-0.12841152886202692,-0.08988744445710626,-0.3097097137109069,-0.03372609103897237,0.21847583391663828
0.3779681631925558,0.2645774102392434,0.47696735651219415,0.21456128919678054,0.3952844588213051
-0.254470409290404,-0.1781291171925342,-0.09012696829996273,-0.2763531236804503,0.17594733232750653
0.27147849213413814,0.1900349410706709,0.024631672610857283,0.07043440062503733,0.7121999554377258
0.046480804577540405,0.03253620030718115,0.20075293841628933,0.03602463609627011,0.026512848575762327
-0.5517584557916388,-0.3862306120880728,-0.209551519506348,-0.2304240342014717,-0.288216553049448
-0.44347300758300933,-0.3104309507172261,-0.1602140669152522,0.44101640775941576,-0.20088441349323155
-0.8439605782783222,-0.590771255227542,-0.6310213246191013,-0.13355979818472526,-0.5224372035329317
-0.08343354705504158,-0.05840308868025309,-0.5792870464574989,-0.31200381898295507,0.06525568314348494
0.5497524788892974,0.3848252311432441,-0.33657574408849503,-0.11408496381756744,0.5249001003762233
-0.003010247396808958,-0.0021071863974012466,-0.21538844669051099,-0.054243741703649375,-0.2962689606553405
