streamflow_anomaly,sst_index,soi,pdo_index,precip_index
0.24835707650561634,0.3296539078262831,0.2780794226988378,-0.005252809720111218,1.3289356209377607
0.6953473830356268,0.946564842025712,-0.5074105048104993,0.1733616419187221,1.5865669822263184
1.4855291397485357,1.0072423532869177,0.06867185882141136,0.49772114053419947,1.0899354350358472
1.8743838582844745,1.4325822174288145,1.3088239761535947,1.372777938382042,0.3478639303943344
0.7317593961660702,0.7192747748295829,0.45131241714700604,0.4072843941358941,1.190248394969525
0.5407619905951196,0.25816725185083284,0.17838932712122024,0.34531729039536874,0.6561358572476692
1.4076403965035906,1.0525760220956384,0.7130371647844919,0.872141194810989,0.7062247635565025
0.9602608848023866,0.675960339596209,0.6539212950820288,0.4557411016289087,1.2497737503184074
0.14572339129190529,0.1313092034689832,-0.19701814450872812,-0.01942328722944882,1.5591699616971162
0.379261021272076,0.033579779733813236,-0.19952185206511833,0.09279945378333693,0.9315243468127294
-0.18433679056911378,-0.12168270112069682,0.0057542322642838845,-0.09521509405186471,1.0536411056800628
0.19660557210959342,0.2870233878503503,-0.39088360275271933,0.06747555789088489,1.7262034005115157
1.2965516403679629,1.3429292305960865,0.8524021980412173,0.7369095192382792,0.968945269639489
0.9618082809061075,0.9610470444598372,-0.37038766166586645,0.40030707810463284,2.1205571209184035
1.4284302406240827,1.6458559056903246,1.228792938974863,0.7911641194143069,1.0713704871942566
1.9330697977526092,1.1229445895604115,1.2028336400828261,0.749012945068469,-0.1250271553692045
1.4128867926797963,1.2507169458920608,0.834458263496836,0.5887452741667457,1.096693221166663
1.8516079680762472,1.3511281793748784,1.4171494760108805,0.14118298187086664,0.8732962580821273
1.1640219509892895,1.4717562456578044,1.414748197725933,0.7405070828064603,1.2884168176866138
0.8309969063585342,0.33920834884442846,0.9226834856883324,0.4363453053128115,0.9391905916688612
2.0318624901374345,1.1703871904419711,0.09549412940289459,1.1121480290128696,0.49077971494699424
0.8691248981334682,0.42856963506022105,-0.2052260343011167,-0.5212266542047195,-0.09626856249986404
0.9082270734662807,-0.0014097658665455093,0.14170424788530095,0.9898032408207305,0.36582778296313956
0.4949791387523417,0.18875889062241086,0.26053509448158774,0.15611476705438454,-0.001751127171485345
1.629921670327715,0.913205370763291,1.073790345398419,0.9844235131523411,0.08525625435265527
2.6471205685684023,1.8981025339407438,0.9606883777074684,0.7468764492897018,0.62078679210797
2.3334263569193427,1.7359252425766878,1.2600965606982106,1.117202714286508,1.1115345455166772
2.963225690363112,2.637109235018944,1.1039213790048947,0.8692656071931479,0.4232446688547252
2.1217371476693647,1.7703431548243704,0.7551096723387083,0.6615641708590043,-0.4233252170750703
1.991604573477178,1.2210521047353033,0.2924717383144778,1.370851235550907,0.3451464468727945
1.699146693885302,0.9198782843152039,0.3879567238871988,0.6224539573251169,0.6690529449905285
2.7832057828989485,2.0958197994812156,0.7157605886413074,1.1785121751134964,-0.2864560473398979
1.5492824764753617,0.6884277714265603,0.28670461174901446,0.880733309796771,-0.1009255055277572
0.6465212167123247,1.0020024814549333,0.8500815066600821,0.4073130530767113,-0.07883218791160179
1.4149397133563235,1.3442898355658124,0.23277041226219025,0.6111015568856023,-0.5306486016943204
